book_id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
217,739303406,9780739303400.0,"Erik Larson, Tony Goldwyn",2003.0,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,309385
218,425263908,9780425263910.0,Sylvia Day,2012.0,Bared to You,"Bared to You (Crossfire, #1)",eng,4.19,222678
219,66238501,9780066238500.0,"C.S. Lewis, Pauline Baynes",1956.0,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,376385
221,1558743669,9781558743660.0,Dave Pelzer,1995.0,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,311543
222,752864327,9780752864330.0,Robert Ludlum,1980.0,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,327122
223,786817879,9780786817870.0,Eoin Colfer,2001.0,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,386923
224,385738935,9780385738930.0,Lauren Kate,2009.0,Fallen,"Fallen (Fallen, #1)",en-US,3.74,395296
225,142000655,9780142000660.0,John Steinbeck,1952.0,East of Eden  ,East of Eden,eng,4.35,320919
226,307341569,9780307341560.0,Gillian Flynn,2009.0,Dark Places,Dark Places,eng,3.92,333452
227,385339089,9780385339090.0,John Grisham,1993.0,The Client,The Client,eng,3.97,320083
228,312291639,9780312291630.0,"Emma McLaughlin, Nicola Kraus",2002.0,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)",eng,3.4,323762
229,451527747,9780451527740.0,"Lewis Carroll, John Tenniel, Martin Gardner",1865.0,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,340920
230,192802631,9780192802640.0,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817.0,Persuasion,Persuasion,eng,4.13,365425
231,312370830,9780312370830.0,Tatiana de Rosnay,2007.0,Elle s'appelait Sarah,Sarah's Key,eng,4.14,312444
232,452284694,9780452284690.0,Stephen King,1982.0,The Gunslinger,"The Gunslinger (The Dark Tower, #1)",en-US,3.99,332494
233,140003468X,9781400034680.0,"Gabriel García Márquez, Edith Grossman",1985.0,El amor en los tiempos del cólera,Love in the Time of Cholera,eng,3.89,283806
234,014131088X,9780141310890.0,Laurie Halse Anderson,1999.0,Speak,Speak,eng,4.0,360156
235,399159347,9780399159340.0,Liane Moriarty,2013.0,The Husband's Secret ,The Husband's Secret,eng,3.92,232106
236,385494785,9780385494790.0,Jon Krakauer,1997.0,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,291258
238,031242227X,9780312422270.0,Augusten Burroughs,2002.0,Running with Scissors,Running with Scissors,en-US,3.7,293878
239,307346609,9780307346600.0,Max Brooks,2006.0,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,en-US,4.01,312969
240,385537859,9780385537860.0,Dan Brown,2013.0,Inferno,"Inferno (Robert Langdon, #4)",eng,3.8,287533
241,440227534,9780440227530.0,Lois Lowry,1989.0,Number the Stars,Number the Stars,eng,4.11,333638
242,446692638,9780446692630.0,James Patterson,1993.0,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",eng,4.08,311499
243,450417395,9780450417400.0,Stephen King,1987.0,Misery,Misery,en-GB,4.11,334647
244,307341542,9780307341550.0,Gillian Flynn,2006.0,Sharp Objects,Sharp Objects,en-US,3.92,207889
245,439366771,9780439366780.0,Katherine Paterson,1977.0,Bridge to Terabithia,Bridge to Terabithia,eng,3.98,337644
246,312360266,9780312360270.0,"P.C. Cast, Kristin Cast",2007.0,Marked,"Marked (House of Night, #1)",en-US,3.79,360044
247,743269519,9780743269510.0,Stephen R. Covey,1989.0,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,314700
248,743477545,9780743477540.0,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595.0,A Midsummer Night's Dream,A Midsummer Night's Dream,eng,3.94,334241
249,618711651,9780618711660.0,Jonathan Safran Foer,2005.0,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,en-US,3.97,294726
250,375869026,9780375869020.0,R.J. Palacio,2012.0,Wonder,Wonder,eng,4.43,228538
251,039480001X,9780394800010.0,Dr. Seuss,1957.0,The Cat in the Hat,The Cat in the Hat,eng,4.15,314016
252,312641893,9780312641890.0,Marissa Meyer,2012.0,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663
253,316206849,9780316206850.0,"Robert Galbraith, J.K. Rowling",2013.0,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,297712
254,545123267,9780545123270.0,Maggie Stiefvater,2009.0,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,356625
255,452011876,9780452011880.0,"Ayn Rand, Leonard Peikoff",1957.0,Atlas Shrugged,Atlas Shrugged,eng,3.68,283295
256,143038257,9780143038250.0,"Greg Mortenson, David Oliver Relin",2006.0,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516
258,143034901,9780143034900.0,"Carlos Ruiz Zafón, Lucia Graves",2001.0,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685
259,385738757,9780385738750.0,James Dashner,2010.0,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643
261,767900383,9780767900390.0,Frances Mayes,1996.0,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.72,279264
262,399167064,9780399167060.0,Liane Moriarty,2014.0,Big Little Lies,Big Little Lies,eng,4.2,306186
263,590920685,9780590920680.0,Gail Carson Levine,1997.0,Ella Enchanted,Ella Enchanted,eng,3.97,339117
264,743297334,9780743297330.0,Ernest Hemingway,1926.0,The Sun Also Rises,The Sun Also Rises,en-US,3.83,284988
265,61120073,9780061120080.0,Betty  Smith,1943.0,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,eng,4.24,291909
266,446677388,9780446677390.0,James Patterson,1995.0,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng,3.93,274639
267,312577222,9780312577220.0,Kristin Hannah,2015.0,The Nightingale,The Nightingale,eng,4.54,253606
268,1400078776,9781400078780.0,Kazuo Ishiguro,2005.0,Never Let Me Go,Never Let Me Go,eng,3.8,294123
269,786890754,9780786890750.0,Cecelia Ahern,2003.0,"PS, I Love You",P.S. I Love You,en-US,4.01,262921
270,1844080382,9781844080380.0,"Daphne du Maurier, Sally Beauman",1938.0,Rebecca,Rebecca,en-US,4.2,177384
271,156030306,9780156030300.0,Daniel Keyes,1966.0,Flowers for Algernon,Flowers for Algernon,en-US,4.07,313044
272,552995878,9780552995870.0,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989.0,Como agua para chocolate,Like Water for Chocolate,en-US,3.94,263199
273,812968069,9780812968060.0,Lisa See,2005.0,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,eng,4.05,280475
274,451205766,9780451205770.0,"Mario Puzo, Robert Thompson, Peter Bart",1969.0,The Godfather,The Godfather,eng,4.36,256480
275,525476881,9780525476890.0,John Green,2006.0,An Abundance of Katherines,An Abundance of Katherines,eng,3.63,312754
276,553803719,9780553803720.0,Isaac Asimov,1951.0,Foundation,Foundation (Foundation #1),eng,4.13,279688
277,62255657,9780062255660.0,Neil Gaiman,2013.0,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng,3.99,293844
278,60513063,9780060513060.0,Shel Silverstein,1981.0,A Light in the Attic,A Light in the Attic,eng,4.34,297861
279,751565350,9780751565360.0,"John Tiffany, Jack Thorne, J.K. Rowling",2016.0,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,270603
280,61726834,9780061726840.0,Lauren Oliver,2011.0,Delirium,"Delirium (Delirium, #1)",eng,3.99,256975
281,385339704,9780385339700.0,John Grisham,1992.0,The Pelican Brief,The Pelican Brief,eng,3.95,288376
282,61139378,9780061139380.0,Neil Gaiman,2002.0,Coraline,Coraline,eng,4.03,316379
283,60853980,9780060853980.0,"Terry Pratchett, Neil Gaiman",1990.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US,4.25,298304
284,140042598,9780140042600.0,Jack Kerouac,1955.0,On the Road,On the Road,eng,3.64,246602
285,1476729085,9781476729080.0,Graeme Simsion,2013.0,The Rosie Project,"The Rosie Project (Don Tillman, #1)",eng,4.01,251703
286,446579939,9780446579930.0,Nicholas Sparks,2008.0,The Lucky One,The Lucky One,en-US,4.1,267166
287,451191153,9780451191150.0,"Ayn Rand, Leonard Peikoff",1943.0,The Fountainhead,The Fountainhead,eng,3.85,244545
289,038039586X,9780380395870.0,Richard Adams,1972.0,Watership Down,"Watership Down (Watership Down, #1)",eng,4.05,292426
290,307886263,9780307886260.0,Mindy Kaling,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng,3.84,290674
291,375414495,9780375414500.0,Abraham Verghese,2009.0,Cutting for Stone,Cutting for Stone,eng,4.28,258319
292,006112527X,9780061125270.0,"C.S. Lewis, Pauline Baynes",1951.0,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng,4.08,306492
293,753453800,9780753453800.0,Robert Louis Stevenson,1882.0,Treasure Island,Treasure Island,eng,3.82,268012
294,1423140591,9781423140600.0,Rick Riordan,2011.0,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",eng,4.44,299980
295,1451627289,9781451627280.0,Stephen King,2011.0,11/22/63,11/22/63,eng,4.29,258464
296,241003008,9780241003010.0,Eric Carle,1969.0,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng,4.29,296952
297,140285601,9780140285600.0,Kurt Vonnegut Jr.,1963.0,Cat's Cradle,Cat's Cradle,eng,4.18,238940
298,451528557,9780451528550.0,"H.G. Wells, Greg Bear, Carlo Pagetti",1895.0,The Time Machine,The Time Machine,eng,3.87,276076
300,385751060,9780385751060.0,John Boyne,2006.0,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng,4.1,285692
301,1892295490,9781892295490.0,Joseph Conrad,1899.0,Heart of Darkness,Heart of Darkness,eng,3.42,255576
302,044654759X,9780446547600.0,Nicholas Sparks,2010.0,Safe Haven,Safe Haven,eng,4.19,255531
303,1582701709,9781582701710.0,Rhonda Byrne,2006.0,The Secret,"The Secret (The Secret, #1)",eng,3.62,241537
304,60987561,9780060987560.0,Wally Lamb,1998.0,I Know This Much Is True ,I Know This Much Is True,eng,4.17,246917
305,1416524347,9781416524340.0,Stephen King,1983.0,Pet Sematary,Pet Sematary,eng,3.91,256383
306,671021001,9780671021010.0,Wally Lamb,1992.0,She's Come Undone,She's Come Undone,en-US,3.84,259576
307,756404738,9780756404730.0,Patrick Rothfuss,2011.0,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng,4.57,245686
308,440241901,9780440241900.0,Sophie Kinsella,2003.0,Can You Keep a Secret?,Can You Keep a Secret?,en-US,3.83,278747
309,1442403543,9781442403540.0,Cassandra Clare,2011.0,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",en-US,4.16,341826
310,743418174,9780743418170.0,Jennifer Weiner,2001.0,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US,3.7,248804
311,380018179,9780380018180.0,Colleen McCullough,1977.0,The Thorn Birds,The Thorn Birds,eng,4.22,255651
312,60530928,9780060530920.0,"Neil Gaiman, Dave McKean",2008.0,The Graveyard Book,The Graveyard Book,en-US,4.12,302303
313,1451681739,9781451681730.0,M.L. Stedman,2012.0,The Light Between Oceans,The Light Between Oceans,eng,4.0,243526
314,439709105,9780439709100.0,"Cornelia Funke, Anthea Bell",2003.0,Tintenherz,"Inkheart (Inkworld, #1)",en-US,3.86,285011
315,91883768,9780091883770.0,"Spencer Johnson, Kenneth H. Blanchard",1998.0,Who Moved My Cheese?,Who Moved My Cheese?,eng,3.74,237272
316,307279464,9780307279460.0,Bill Bryson,1997.0,A Walk in the Woods,A Walk in the Woods,eng,4.05,250192
317,553279378,9780553279380.0,Maya Angelou,1969.0,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US,4.19,270859
318,61950726,9780061950730.0,Christina Baker Kline,2013.0,Orphan Train,Orphan Train,eng,4.14,226091
319,1442416866,9781442416860.0,Cassandra Clare,2012.0,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng,4.3,300553
320,316204277,9780316204280.0,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,3.9,215453
322,60557818,9780060557810.0,Neil Gaiman,1996.0,Neverwhere,Neverwhere,eng,4.18,268318
323,571224385,9780571224390.0,"Milan Kundera, Michael Henry Heim",1984.0,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,eng,4.08,205279
325,552135399,9780552135400.0,John Irving,1989.0,A Prayer for Owen Meany,A Prayer for Owen Meany,eng,4.22,226964
326,316182540,9780316182550.0,Janet Fitch,1999.0,White Oleander,White Oleander,eng,3.93,245674
327,039925675X,9780399256750.0,Marie Lu,2011.0,Legend,"Legend (Legend, #1)",eng,4.19,299998
328,743496728,9780743496730.0,Jodi Picoult,2007.0,Nineteen Minutes,Nineteen Minutes,eng,4.1,235978
329,1401323251,9781401323260.0,"Randy Pausch, Jeffrey Zaslow",2008.0,The Last Lecture,The Last Lecture,eng,4.25,241869
330,812511816,9780812511820.0,Robert Jordan,1990.0,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng,4.18,260184
331,61150142,9780061150140.0,Jodi Picoult,1998.0,The Pact,The Pact,en-US,4.0,221225
332,60764902,9780060764910.0,C.S. Lewis,1953.0,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",eng,4.01,268355
333,595440096,9780595440090.0,Lisa Genova,2007.0,Still Alice,Still Alice,eng,4.3,223432
334,425263916,9780425263910.0,Sylvia Day,2012.0,Reflected in You,"Reflected in You (Crossfire, #2)",eng,4.33,252564
335,375814248,9780375814240.0,"Roald Dahl, Quentin Blake",1961.0,James and the Giant Peach,James and the Giant Peach,eng,3.99,270402
336,446696617,9780446696620.0,James Patterson,2001.0,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US,4.05,233984
337,345453743,9780345453750.0,Douglas Adams,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng,4.37,222842
338,340896965,9780340896970.0,David Nicholls,2009.0,One Day,One Day,eng,3.77,222926
340,61969559,9780061969550.0,Pittacus Lore,2010.0,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US,3.94,253437
342,316228532,9780316228530.0,J.K. Rowling,2012.0,The Casual Vacancy,The Casual Vacancy,eng,3.28,231835
343,385339690,9780385339700.0,John Grisham,1996.0,The Runaway Jury,The Runaway Jury,eng,3.96,222712
344,316777730,9780316777740.0,David Sedaris,1997.0,Naked,Naked,en-US,4.08,201337
345,375840400,9780375840400.0,Christopher Paolini,2005.0,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US,3.96,250000
346,140621679,9780140621680.0,"L. Frank Baum, W.W. Denslow",1900.0,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",eng,3.98,247521
347,000720230X,9780007202300.0,C.S. Lewis,1951.0,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",eng,3.96,250221
349,450031063,9780450031070.0,Stephen King,1975.0,Salem's Lot,'Salem's Lot,en-GB,3.99,228680
350,679785892,9780679785900.0,"Hunter S. Thompson, Ralph Steadman",1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng,4.08,232489
351,1416975888,9781416975880.0,Cassandra Clare,2011.0,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng,4.46,307994
352,62268341,9780062268340.0,Amy Poehler,2014.0,Yes Please,Yes Please,eng,3.81,251082
353,743477553,9780743477550.0,William Shakespeare,1603.0,"The Tragedy of Othello, The Moor of Venice",Othello,eng,3.88,238875
354,1400033411,9781400033420.0,Toni Morrison,1987.0,Beloved,Beloved,eng,3.77,233825
355,015206396X,9780152063960.0,Kristin Cashore,2008.0,Graceling,"Graceling (Graceling Realm, #1)",en-CA,4.1,281185
356,439206472,9780439206470.0,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,275670
357,449213943,9780449213940.0,"Erich Maria Remarque, A.W. Wheen",1929.0,Im Westen nichts Neues,All Quiet on the Western Front,en-US,3.92,249113
358,679805273,9780679805270.0,Dr. Seuss,1990.0,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",en-US,4.34,257260
359,159463176X,9781594631760.0,Khaled Hosseini,2012.0,And The Mountains Echoed,And the Mountains Echoed,eng,4.03,199326
360,345404475,9780345404470.0,"Philip K. Dick, Roger Zelazny",1968.0,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng,4.08,223828
361,141439742,9780141439750.0,"Charles Dickens, George Cruikshank, Philip Horne",1838.0,Oliver Twist,Oliver Twist,eng,3.85,230181
362,60652896,9780060652890.0,C.S. Lewis,1942.0,A Grief Observed,The Screwtape Letters,eng,4.21,116277
363,525423273,9780525423270.0,Stephanie Perkins,2010.0,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US,4.08,259479
364,7173040,9780007173040.0,Dr. Seuss,1957.0,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,eng,4.36,250602
365,1401207928,9781401207920.0,"Alan Moore, David   Lloyd",1990.0,V for Vendetta,V for Vendetta,eng,4.25,210682
366,743223136,9780743223130.0,David McCullough,2001.0,John Adams,John Adams,eng,4.05,215780
367,553384287,9780553384280.0,Dean Koontz,2003.0,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng,3.94,205986
368,679879250,9780679879250.0,Philip Pullman,1997.0,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",eng,4.1,242503
369,439488400,9780439488400.0,Jerry Spinelli,2000.0,Stargirl,"Stargirl (Stargirl, #1)",eng,3.74,237560
370,1423113381,9781423113390.0,Rick Riordan,2010.0,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng,4.06,232791
371,441788386,9780441788380.0,Robert A. Heinlein,1961.0,Stranger in a Strange Land,Stranger in a Strange Land,eng,3.91,220301
372,965904830,9780965904830.0,David Sedaris,2004.0,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng,4.08,191923
373,141311371,9780141311370.0,"Roald Dahl, Quentin Blake",1982.0,The BFG,The BFG,eng,4.22,245855
374,076790818X,9780767908180.0,Bill Bryson,2003.0,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US,4.19,191535
375,439227143,9780439227150.0,Jack London,1903.0,The Call of the Wild,The Call of the Wild,eng,3.83,223932
376,385738773,9780385738770.0,James Dashner,2011.0,The Death Cure,"The Death Cure (Maze Runner, #3)",eng,3.77,223674
377,61142026,9780061142020.0,Neil Gaiman,1999.0,Stardust,Stardust,eng,4.07,237602
378,618485228,9780618485220.0,Jhumpa Lahiri,2003.0,The Namesake,The Namesake,en-US,3.96,184211
379,670022411,9780670022410.0,Deborah Harkness,2011.0,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng,3.99,226622
380,375704027,9780375704020.0,"Haruki Murakami, Jay Rubin",1987.0,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,eng,4.02,183988
381,446672211,9780446672210.0,Billie Letts,1995.0,Where the Heart Is,Where the Heart Is,en-US,4.0,208333
382,525421580,9780525421580.0,"John Green, David Levithan",2010.0,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng,3.84,236431
383,307276902,9780307276900.0,James Frey,2003.0,A Million Little Pieces,A Million Little Pieces,en-CA,3.62,184241
